sezon,mecz,data,wynik,status,runda,druzyna_domowa,druzyna_goscinna,bramki_domowe,bramki_goscinne
LIQUI MOLY HBL 2020/21,FRISCH AUF! Göppingen vs TVB Stuttgart,2021-02-18 18:00,27:17,Final,Round: 19,FRISCH AUF! Göppingen,TVB Stuttgart,27,17
LIQUI MOLY HBL 2020/21,GWD Minden vs HSG Nordhorn-Lingen,2021-02-18 18:00,27:27,Final,Round: 19,GWD Minden,HSG Nordhorn-Lingen,27,27
LIQUI MOLY HBL 2020/21,HSC 2000 Coburg vs HC Erlangen,2021-02-18 18:00,27:26,Final,Round: 19,HSC 2000 Coburg,HC Erlangen,27,26
LIQUI MOLY HBL 2020/21,Füchse Berlin vs SG Flensburg-Handewitt,2021-02-18 18:00,29:33,Final,Round: 8,Füchse Berlin,SG Flensburg-Handewitt,29,33
LIQUI MOLY HBL 2020/21,MT Melsungen vs TVB Stuttgart,2021-02-14 15:00,28:30,Final,Round: 15,MT Melsungen,TVB Stuttgart,28,30
LIQUI MOLY HBL 2020/21,SC Magdeburg vs GWD Minden,2021-02-14 15:00,29:28,Final,Round: 18,SC Magdeburg,GWD Minden,29,28
LIQUI MOLY HBL 2020/21,FRISCH AUF! Göppingen vs Rhein-Neckar Löwen,2021-02-14 15:00,34:32,Final,Round: 18,FRISCH AUF! Göppingen,Rhein-Neckar Löwen,34,32
LIQUI MOLY HBL 2020/21,Bergischer HC vs SC DHfK Leipzig,2021-02-14 15:00,29:30,Final,Round: 18,Bergischer HC,SC DHfK Leipzig,29,30
LIQUI MOLY HBL 2020/21,TSV Hannover-Burgdorf vs SG Flensburg-Handewitt,2021-02-14 12:30,26:33,Final,Round: 18,TSV Hannover-Burgdorf,SG Flensburg-Handewitt,26,33
LIQUI MOLY HBL 2020/21,HC Erlangen vs Füchse Berlin,2021-02-13 17:30,30:27,Final,Round: 18,HC Erlangen,Füchse Berlin,30,27
LIQUI MOLY HBL 2020/21,TVB Stuttgart vs Eulen Ludwigshafen,2021-02-11 18:00,26:29,Final,Round: 18,TVB Stuttgart,Eulen Ludwigshafen,26,29
LIQUI MOLY HBL 2020/21,HBW Balingen-Weilstetten vs HSC 2000 Coburg,2021-02-11 18:00,34:26,Final,Round: 18,HBW Balingen-Weilstetten,HSC 2000 Coburg,34,26
LIQUI MOLY HBL 2020/21,TuSEM Essen vs MT Melsungen,2021-02-11 18:00,28:35,Final,Round: 18,TuSEM Essen,MT Melsungen,28,35
LIQUI MOLY HBL 2020/21,GWD Minden vs Bergischer HC,2021-02-11 18:00,29:36,Final,Round: 7,GWD Minden,Bergischer HC,29,36
LIQUI MOLY HBL 2020/21,Füchse Berlin vs TuSEM Essen,2021-02-07 15:00,30:23,Final,Round: 17,Füchse Berlin,TuSEM Essen,30,23
LIQUI MOLY HBL 2020/21,FRISCH AUF! Göppingen vs Eulen Ludwigshafen,2021-02-07 15:00,24:22,Final,Round: 17,FRISCH AUF! Göppingen,Eulen Ludwigshafen,24,22
LIQUI MOLY HBL 2020/21,TVB Stuttgart vs HSC 2000 Coburg,2021-02-06 19:30,23:29,Final,Round: 17,TVB Stuttgart,HSC 2000 Coburg,23,29
LIQUI MOLY HBL 2020/21,GWD Minden vs HBW Balingen-Weilstetten,2021-02-06 17:30,20:27,Final,Round: 17,GWD Minden,HBW Balingen-Weilstetten,20,27
LIQUI MOLY HBL 2020/21,Rhein-Neckar Löwen vs HSC 2000 Coburg,2020-12-27 16:00,39:24,Final,Round: 16,Rhein-Neckar Löwen,HSC 2000 Coburg,39,24
LIQUI MOLY HBL 2020/21,TBV Lemgo Lippe vs Füchse Berlin,2020-12-27 16:00,23:29,Final,Round: 16,TBV Lemgo Lippe,Füchse Berlin,23,29
LIQUI MOLY HBL 2020/21,TuSEM Essen vs HSG Wetzlar,2020-12-27 16:00,29:36,Final,Round: 16,TuSEM Essen,HSG Wetzlar,29,36
LIQUI MOLY HBL 2020/21,SC DHfK Leipzig vs SG Flensburg-Handewitt,2020-12-27 13:40,24:29,Final,Round: 16,SC DHfK Leipzig,SG Flensburg-Handewitt,24,29
LIQUI MOLY HBL 2020/21,SC Magdeburg vs TSV Hannover-Burgdorf,2020-12-26 17:15,33:25,Final,Round: 16,SC Magdeburg,TSV Hannover-Burgdorf,33,25
LIQUI MOLY HBL 2020/21,TVB Stuttgart vs Bergischer HC,2020-12-26 15:00,26:30,Final,Round: 16,TVB Stuttgart,Bergischer HC,26,30
LIQUI MOLY HBL 2020/21,Bergischer HC vs TuSEM Essen,2020-12-23 19:15,35:29,Final,Round: 15,Bergischer HC,TuSEM Essen,35,29
LIQUI MOLY HBL 2020/21,THW Kiel vs Rhein-Neckar Löwen,2020-12-23 17:00,32:23,Final,Round: 15,THW Kiel,Rhein-Neckar Löwen,32,23
LIQUI MOLY HBL 2020/21,TSV Hannover-Burgdorf vs TBV Lemgo Lippe,2020-12-23 17:00,31:23,Final,Round: 15,TSV Hannover-Burgdorf,TBV Lemgo Lippe,31,23
LIQUI MOLY HBL 2020/21,HSG Nordhorn-Lingen vs HBW Balingen-Weilstetten,2020-12-23 17:00,29:27,Final,Round: 15,HSG Nordhorn-Lingen,HBW Balingen-Weilstetten,29,27
LIQUI MOLY HBL 2020/21,HSG Wetzlar vs SC Magdeburg,2020-12-22 19:15,24:24,Final,Round: 15,HSG Wetzlar,SC Magdeburg,24,24
LIQUI MOLY HBL 2020/21,SG Flensburg-Handewitt vs HC Erlangen,2020-12-22 17:00,33:23,Final,Round: 15,SG Flensburg-Handewitt,HC Erlangen,33,23
LIQUI MOLY HBL 2020/21,GWD Minden vs SC DHfK Leipzig,2020-12-22 17:00,23:20,Final,Round: 15,GWD Minden,SC DHfK Leipzig,23,20
LIQUI MOLY HBL 2020/21,HSC 2000 Coburg vs Eulen Ludwigshafen,2020-12-22 17:00,23:23,Final,Round: 15,HSC 2000 Coburg,Eulen Ludwigshafen,23,23
LIQUI MOLY HBL 2020/21,SC Magdeburg vs HSG Nordhorn-Lingen,2020-12-20 15:00,28:20,Final,Round: 14,SC Magdeburg,HSG Nordhorn-Lingen,28,20
LIQUI MOLY HBL 2020/21,FRISCH AUF! Göppingen vs MT Melsungen,2020-12-20 15:00,23:30,Final,Round: 14,FRISCH AUF! Göppingen,MT Melsungen,23,30
LIQUI MOLY HBL 2020/21,HBW Balingen-Weilstetten vs Füchse Berlin,2020-12-20 15:00,19:28,Final,Round: 14,HBW Balingen-Weilstetten,Füchse Berlin,19,28
LIQUI MOLY HBL 2020/21,Rhein-Neckar Löwen vs Bergischer HC,2020-12-20 12:30,24:23,Final,Round: 14,Rhein-Neckar Löwen,Bergischer HC,24,23
LIQUI MOLY HBL 2020/21,HC Erlangen vs GWD Minden,2020-12-19 19:30,21:21,Final,Round: 14,HC Erlangen,GWD Minden,21,21
LIQUI MOLY HBL 2020/21,Eulen Ludwigshafen vs SG Flensburg-Handewitt,2020-12-19 19:30,20:29,Final,Round: 14,Eulen Ludwigshafen,SG Flensburg-Handewitt,20,29
LIQUI MOLY HBL 2020/21,TuSEM Essen vs HSC 2000 Coburg,2020-12-19 19:30,29:27,Final,Round: 14,TuSEM Essen,HSC 2000 Coburg,29,27
LIQUI MOLY HBL 2020/21,TVB Stuttgart vs THW Kiel,2020-12-19 17:30,27:34,Final,Round: 14,TVB Stuttgart,THW Kiel,27,34
LIQUI MOLY HBL 2020/21,SC DHfK Leipzig vs TSV Hannover-Burgdorf,2020-12-17 18:00,29:26,Final,Round: 14,SC DHfK Leipzig,TSV Hannover-Burgdorf,29,26
LIQUI MOLY HBL 2020/21,TBV Lemgo Lippe vs HSG Wetzlar,2020-12-17 18:00,28:27,Final,Round: 14,TBV Lemgo Lippe,HSG Wetzlar,28,27
LIQUI MOLY HBL 2020/21,SG Flensburg-Handewitt vs TuSEM Essen,2020-12-16 17:00,35:28,Final,Round: 13,SG Flensburg-Handewitt,TuSEM Essen,35,28
LIQUI MOLY HBL 2020/21,SC Magdeburg vs HC Erlangen,2020-12-16 17:00,36:26,Final,Round: 13,SC Magdeburg,HC Erlangen,36,26
LIQUI MOLY HBL 2020/21,Bergischer HC vs Eulen Ludwigshafen,2020-12-16 17:00,28:19,Final,Round: 13,Bergischer HC,Eulen Ludwigshafen,28,19
LIQUI MOLY HBL 2020/21,HSC 2000 Coburg vs FRISCH AUF! Göppingen,2020-12-16 17:00,21:29,Final,Round: 13,HSC 2000 Coburg,FRISCH AUF! Göppingen,21,29
LIQUI MOLY HBL 2020/21,TSV Hannover-Burgdorf vs Rhein-Neckar Löwen,2020-12-15 19:15,36:30,Final,Round: 13,TSV Hannover-Burgdorf,Rhein-Neckar Löwen,36,30
LIQUI MOLY HBL 2020/21,Füchse Berlin vs TVB Stuttgart,2020-12-15 17:00,31:25,Final,Round: 13,Füchse Berlin,TVB Stuttgart,31,25
LIQUI MOLY HBL 2020/21,HSG Wetzlar vs HBW Balingen-Weilstetten,2020-12-15 17:00,36:26,Final,Round: 13,HSG Wetzlar,HBW Balingen-Weilstetten,36,26
LIQUI MOLY HBL 2020/21,GWD Minden vs TBV Lemgo Lippe,2020-12-15 17:00,28:23,Final,Round: 13,GWD Minden,TBV Lemgo Lippe,28,23
LIQUI MOLY HBL 2020/21,HSG Nordhorn-Lingen vs SC DHfK Leipzig,2020-12-15 17:00,24:28,Final,Round: 13,HSG Nordhorn-Lingen,SC DHfK Leipzig,24,28
LIQUI MOLY HBL 2020/21,FRISCH AUF! Göppingen vs Bergischer HC,2020-12-13 15:00,26:26,Final,Round: 12,FRISCH AUF! Göppingen,Bergischer HC,26,26
LIQUI MOLY HBL 2020/21,HBW Balingen-Weilstetten vs SC Magdeburg,2020-12-13 15:00,26:39,Final,Round: 12,HBW Balingen-Weilstetten,SC Magdeburg,26,39
LIQUI MOLY HBL 2020/21,Rhein-Neckar Löwen vs SG Flensburg-Handewitt,2020-12-13 12:30,31:31,Final,Round: 12,Rhein-Neckar Löwen,SG Flensburg-Handewitt,31,31
LIQUI MOLY HBL 2020/21,HC Erlangen vs TSV Hannover-Burgdorf,2020-12-12 19:30,21:21,Final,Round: 12,HC Erlangen,TSV Hannover-Burgdorf,21,21
LIQUI MOLY HBL 2020/21,Eulen Ludwigshafen vs Füchse Berlin,2020-12-12 19:30,23:34,Final,Round: 12,Eulen Ludwigshafen,Füchse Berlin,23,34
LIQUI MOLY HBL 2020/21,MT Melsungen vs HSC 2000 Coburg,2020-12-10 18:00,27:32,Final,Round: 12,MT Melsungen,HSC 2000 Coburg,27,32
LIQUI MOLY HBL 2020/21,SC DHfK Leipzig vs HSG Wetzlar,2020-12-10 18:00,32:28,Final,Round: 12,SC DHfK Leipzig,HSG Wetzlar,32,28
LIQUI MOLY HBL 2020/21,TBV Lemgo Lippe vs HSG Nordhorn-Lingen,2020-12-10 18:00,36:29,Final,Round: 12,TBV Lemgo Lippe,HSG Nordhorn-Lingen,36,29
LIQUI MOLY HBL 2020/21,TVB Stuttgart vs GWD Minden,2020-12-10 18:00,30:26,Final,Round: 12,TVB Stuttgart,GWD Minden,30,26
LIQUI MOLY HBL 2020/21,SC Magdeburg vs TBV Lemgo Lippe,2020-12-06 15:00,30:28,Final,Round: 11,SC Magdeburg,TBV Lemgo Lippe,30,28
LIQUI MOLY HBL 2020/21,TSV Hannover-Burgdorf vs HBW Balingen-Weilstetten,2020-12-06 15:00,25:29,Final,Round: 11,TSV Hannover-Burgdorf,HBW Balingen-Weilstetten,25,29
LIQUI MOLY HBL 2020/21,HSG Wetzlar vs TVB Stuttgart,2020-12-06 15:00,30:25,Final,Round: 11,HSG Wetzlar,TVB Stuttgart,30,25
LIQUI MOLY HBL 2020/21,HSG Nordhorn-Lingen vs Rhein-Neckar Löwen,2020-12-06 15:00,24:29,Final,Round: 11,HSG Nordhorn-Lingen,Rhein-Neckar Löwen,24,29
LIQUI MOLY HBL 2020/21,SG Flensburg-Handewitt vs FRISCH AUF! Göppingen,2020-12-06 12:30,30:23,Final,Round: 11,SG Flensburg-Handewitt,FRISCH AUF! Göppingen,30,23
LIQUI MOLY HBL 2020/21,THW Kiel vs Eulen Ludwigshafen,2020-12-05 19:45,29:19,Final,Round: 11,THW Kiel,Eulen Ludwigshafen,29,19
LIQUI MOLY HBL 2020/21,Füchse Berlin vs MT Melsungen,2020-12-05 19:45,32:30,Final,Round: 11,Füchse Berlin,MT Melsungen,32,30
LIQUI MOLY HBL 2020/21,HC Erlangen vs SC DHfK Leipzig,2020-12-05 19:45,30:22,Final,Round: 11,HC Erlangen,SC DHfK Leipzig,30,22
LIQUI MOLY HBL 2020/21,Bergischer HC vs HSC 2000 Coburg,2020-12-03 18:00,28:24,Final,Round: 11,Bergischer HC,HSC 2000 Coburg,28,24
LIQUI MOLY HBL 2020/21,GWD Minden vs TuSEM Essen,2020-12-03 18:00,30:29,Final,Round: 11,GWD Minden,TuSEM Essen,30,29
LIQUI MOLY HBL 2020/21,TSV Hannover-Burgdorf vs FRISCH AUF! Göppingen,2020-12-03 18:00,31:25,Final,Round: 7,TSV Hannover-Burgdorf,FRISCH AUF! Göppingen,31,25
LIQUI MOLY HBL 2020/21,MT Melsungen vs Bergischer HC,2020-11-29 17:30,32:31,Final,Round: 10,MT Melsungen,Bergischer HC,32,31
LIQUI MOLY HBL 2020/21,FRISCH AUF! Göppingen vs THW Kiel,2020-11-29 15:00,28:31,Final,Round: 10,FRISCH AUF! Göppingen,THW Kiel,28,31
LIQUI MOLY HBL 2020/21,HSC 2000 Coburg vs Füchse Berlin,2020-11-29 15:00,25:32,Final,Round: 10,HSC 2000 Coburg,Füchse Berlin,25,32
LIQUI MOLY HBL 2020/21,TuSEM Essen vs TSV Hannover-Burgdorf,2020-11-29 15:00,26:26,Final,Round: 10,TuSEM Essen,TSV Hannover-Burgdorf,26,26
LIQUI MOLY HBL 2020/21,SC DHfK Leipzig vs SC Magdeburg,2020-11-29 13:50,33:29,Final,Round: 10,SC DHfK Leipzig,SC Magdeburg,33,29
LIQUI MOLY HBL 2020/21,HBW Balingen-Weilstetten vs SG Flensburg-Handewitt,2020-11-29 12:30,25:32,Final,Round: 10,HBW Balingen-Weilstetten,SG Flensburg-Handewitt,25,32
LIQUI MOLY HBL 2020/21,TBV Lemgo Lippe vs HC Erlangen,2020-11-28 19:30,24:23,Final,Round: 10,TBV Lemgo Lippe,HC Erlangen,24,23
LIQUI MOLY HBL 2020/21,Eulen Ludwigshafen vs GWD Minden,2020-11-28 17:30,30:24,Final,Round: 10,Eulen Ludwigshafen,GWD Minden,30,24
LIQUI MOLY HBL 2020/21,Rhein-Neckar Löwen vs HSG Wetzlar,2020-11-26 18:00,37:24,Final,Round: 10,Rhein-Neckar Löwen,HSG Wetzlar,37,24
LIQUI MOLY HBL 2020/21,TVB Stuttgart vs HSG Nordhorn-Lingen,2020-11-26 18:00,36:24,Final,Round: 10,TVB Stuttgart,HSG Nordhorn-Lingen,36,24
LIQUI MOLY HBL 2020/21,TuSEM Essen vs FRISCH AUF! Göppingen,2020-11-26 18:00,28:32,Final,Round: 1,TuSEM Essen,FRISCH AUF! Göppingen,28,32
LIQUI MOLY HBL 2020/21,HBW Balingen-Weilstetten vs SC DHfK Leipzig,2020-11-26 18:00,20:20,Final,Round: 8,HBW Balingen-Weilstetten,SC DHfK Leipzig,20,20
LIQUI MOLY HBL 2020/21,SC DHfK Leipzig vs TBV Lemgo Lippe,2020-11-22 15:00,32:32,Final,Round: 9,SC DHfK Leipzig,TBV Lemgo Lippe,32,32
LIQUI MOLY HBL 2020/21,FRISCH AUF! Göppingen vs HSG Wetzlar,2020-11-22 15:00,33:30,Final,Round: 8,FRISCH AUF! Göppingen,HSG Wetzlar,33,30
LIQUI MOLY HBL 2020/21,SG Flensburg-Handewitt vs TVB Stuttgart,2020-11-22 12:30,34:30,Final,Round: 9,SG Flensburg-Handewitt,TVB Stuttgart,34,30
LIQUI MOLY HBL 2020/21,THW Kiel vs HSC 2000 Coburg,2020-11-21 19:30,41:26,Final,Round: 9,THW Kiel,HSC 2000 Coburg,41,26
LIQUI MOLY HBL 2020/21,Bergischer HC vs Füchse Berlin,2020-11-21 17:30,29:31,Final,Round: 9,Bergischer HC,Füchse Berlin,29,31
LIQUI MOLY HBL 2020/21,HSG Wetzlar vs Eulen Ludwigshafen,2020-11-19 18:00,29:11,Final,Round: 9,HSG Wetzlar,Eulen Ludwigshafen,29,11
LIQUI MOLY HBL 2020/21,HC Erlangen vs HBW Balingen-Weilstetten,2020-11-19 18:00,32:34,Final,Round: 9,HC Erlangen,HBW Balingen-Weilstetten,32,34
LIQUI MOLY HBL 2020/21,HSG Nordhorn-Lingen vs FRISCH AUF! Göppingen,2020-11-19 18:00,20:29,Final,Round: 9,HSG Nordhorn-Lingen,FRISCH AUF! Göppingen,20,29
LIQUI MOLY HBL 2020/21,TuSEM Essen vs HSG Nordhorn-Lingen,2020-11-15 15:00,26:33,Final,Round: 8,TuSEM Essen,HSG Nordhorn-Lingen,26,33
LIQUI MOLY HBL 2020/21,Bergischer HC vs THW Kiel,2020-11-15 12:30,27:32,Final,Round: 8,Bergischer HC,THW Kiel,27,32
LIQUI MOLY HBL 2020/21,TVB Stuttgart vs TSV Hannover-Burgdorf,2020-11-14 19:30,31:26,Final,Round: 8,TVB Stuttgart,TSV Hannover-Burgdorf,31,26
LIQUI MOLY HBL 2020/21,Eulen Ludwigshafen vs HC Erlangen,2020-11-14 19:30,26:30,Final,Round: 8,Eulen Ludwigshafen,HC Erlangen,26,30
LIQUI MOLY HBL 2020/21,Rhein-Neckar Löwen vs TBV Lemgo Lippe,2020-11-14 17:05,26:18,Final,Round: 8,Rhein-Neckar Löwen,TBV Lemgo Lippe,26,18
LIQUI MOLY HBL 2020/21,HSG Wetzlar vs HSC 2000 Coburg,2020-11-12 18:00,31:22,Final,Round: 7,HSG Wetzlar,HSC 2000 Coburg,31,22
LIQUI MOLY HBL 2020/21,SC Magdeburg vs Rhein-Neckar Löwen,2020-11-11 18:00,31:33,Final,Round: 7,SC Magdeburg,Rhein-Neckar Löwen,31,33
LIQUI MOLY HBL 2020/21,TBV Lemgo Lippe vs HBW Balingen-Weilstetten,2020-11-11 18:00,26:32,Final,Round: 7,TBV Lemgo Lippe,HBW Balingen-Weilstetten,26,32
LIQUI MOLY HBL 2020/21,HC Erlangen vs TVB Stuttgart,2020-11-11 18:00,34:25,Final,Round: 7,HC Erlangen,TVB Stuttgart,34,25
LIQUI MOLY HBL 2020/21,HSG Nordhorn-Lingen vs Eulen Ludwigshafen,2020-11-11 18:00,27:24,Final,Round: 7,HSG Nordhorn-Lingen,Eulen Ludwigshafen,27,24
LIQUI MOLY HBL 2020/21,THW Kiel vs GWD Minden,2020-11-01 15:00,41:26,Final,Round: 6,THW Kiel,GWD Minden,41,26
LIQUI MOLY HBL 2020/21,Füchse Berlin vs HSG Wetzlar,2020-11-01 15:00,35:28,Final,Round: 6,Füchse Berlin,HSG Wetzlar,35,28
LIQUI MOLY HBL 2020/21,HSC 2000 Coburg vs SC Magdeburg,2020-11-01 15:00,26:28,Final,Round: 6,HSC 2000 Coburg,SC Magdeburg,26,28
LIQUI MOLY HBL 2020/21,MT Melsungen vs HSG Nordhorn-Lingen,2020-11-01 15:00,33:28,Final,Round: 6,MT Melsungen,HSG Nordhorn-Lingen,33,28
LIQUI MOLY HBL 2020/21,Rhein-Neckar Löwen vs HBW Balingen-Weilstetten,2020-11-01 12:30,36:27,Final,Round: 6,Rhein-Neckar Löwen,HBW Balingen-Weilstetten,36,27
LIQUI MOLY HBL 2020/21,Bergischer HC vs SG Flensburg-Handewitt,2020-10-31 19:30,25:30,Final,Round: 6,Bergischer HC,SG Flensburg-Handewitt,25,30
LIQUI MOLY HBL 2020/21,TuSEM Essen vs HC Erlangen,2020-10-31 17:30,20:26,Final,Round: 6,TuSEM Essen,HC Erlangen,20,26
LIQUI MOLY HBL 2020/21,TVB Stuttgart vs SC DHfK Leipzig,2020-10-29 18:00,30:24,Final,Round: 6,TVB Stuttgart,SC DHfK Leipzig,30,24
